企业代号,企业名称,"('金额', 'count')_x","('金额', 'mean')_x","('金额', 'std')_x","('金额', 'min')_x","('金额', '25%')_x","('金额', '50%')_x","('金额', '75%')_x","('金额', 'max')_x","('税额', 'count')_x","('税额', 'mean')_x","('税额', 'std')_x","('税额', 'min')_x","('税额', '25%')_x","('税额', '50%')_x","('税额', '75%')_x","('税额', 'max')_x","('价税合计', 'count')_x","('价税合计', 'mean')_x","('价税合计', 'std')_x","('价税合计', 'min')_x","('价税合计', '25%')_x","('价税合计', '50%')_x","('价税合计', '75%')_x","('价税合计', 'max')_x","('发票状态', 'count')_x","('发票状态', 'unique')_x","('发票状态', 'top')_x","('发票状态', 'freq')_x","('金额', 'count')","('金额', 'mean')","('金额', 'std')","('金额', 'min')","('金额', '25%')","('金额', '50%')","('金额', '75%')","('金额', 'max')","('税额', 'count')","('税额', 'mean')","('税额', 'std')","('税额', 'min')","('税额', '25%')","('税额', '50%')","('税额', '75%')","('税额', 'max')","('价税合计', 'count')","('价税合计', 'mean')","('价税合计', 'std')","('价税合计', 'min')","('价税合计', '25%')","('价税合计', '50%')","('价税合计', '75%')","('价税合计', 'max')","('发票状态', 'count')","('发票状态', 'unique')","('发票状态', 'top')","('发票状态', 'freq')"
E164,个体经营E164 ,4194.0,17912.381533142507,39176.10288159222,-99904.76,172.41,407.77,9708.74,986460.18,4194.0,1290.703714830688,4203.384681217788,-9909.91,22.76,41.38,271.875,128239.82,4194.0,19203.085247973275,42171.979776945635,-100000.0,200.0,450.0,10000.0,1114700.0,4194,2,有效发票,4099,1661.0,82685.547332932,28233.655319064866,-99474.25,85470.08,91743.12,97087.38,99999.99,1661.0,7590.185996387701,5349.491352444037,-16910.63,2912.62,8256.88,12413.79,16999.86,1661.0,90275.73332931961,30677.200188201936,-116384.88,98827.0,100000.0,100232.0,116999.0,1661,2,有效发票,1453
E165,***文化传媒股份有限公司,4325.0,21733.186358381703,72406.40732795579,-943396.23,274.53,1801.8,9708.74,943396.23,4325.0,1535.4769364161639,5123.809297432416,-56603.77,21.86,83.45,561.51,137412.31,4325.0,23268.66329479768,76927.29611008725,-1000000.0,300.0,1950.0,10000.0,1000000.0,4325,2,有效发票,4147,2606.0,48746.684382195315,42880.0434286744,-99933.96,9417.45,47802.275,94339.62,99933.96,2606.0,3617.7854489639262,3666.1743782447907,-14424.69,697.38,3482.7650000000003,5660.38,14758.62,2606.0,52364.46983115887,45960.17739906142,-105930.0,10000.0,52443.5,100000.0,107000.0,2606,2,有效发票,2346
E166,***建筑工程有限公司,171.0,17902.59812865497,30363.876457837123,12.26,434.765,969.9,18278.760000000002,97087.38,171.0,1561.9883040935676,3297.307428883726,0.0,20.810000000000002,63.86,783.61,11504.42,171.0,19464.58643274854,33230.10267038818,13.0,491.0,999.0,19225.0,100000.0,171,2,有效发票,168,1572.0,56141.80422391924,70288.32855212878,-97087.38,46845.2475,94339.62,97087.38,97087.38,1572.0,2802.9040394402546,4218.632422732426,-9090.91,1456.31,2912.62,5660.38,9090.91,1572.0,58944.70826335878,73877.51130421917,-100000.0,50000.0,100000.0,100000.0,100000.0,1572,2,有效发票,1397
E167,***体育文化股份有限公司,7298.0,19751.44384214849,45134.27720151614,-96122.33,212.39,1742.4099999999999,12160.4,999984.08,7298.0,2779.16082899425,6925.3256157160795,-13539.12,13.75,128.82,1438.1175,153748.59,7298.0,22530.60467114278,51875.15794190639,-99006.0,236.925,1900.4,13498.35,1129982.0,7298,2,有效发票,7071,4979.0,25907.492540670908,37587.29232118439,-95575.22,488.46000000000004,3066.66,47232.375,99999.48,4979.0,3939.4233962642943,5839.096017556637,-15874.0,56.6,435.31,6896.5650000000005,16999.86,4979.0,29846.9159369352,43352.901968559156,-109250.4,559.5,3552.64,54730.265,116999.08,4979,2,有效发票,4642
E168,***建材有限公司,461.0,2953.501149674599,10016.938167226057,176.98,1681.41,1769.91,2212.36,97087.38,461.0,259.31720173535734,287.1054183740905,10.64,218.59,230.09,287.61,2912.62,461.0,3212.8183514099787,10299.361379215849,188.0,1900.0,2000.0,2499.97,100000.0,461,1,有效发票,461,415.0,224001.3992048191,274996.684254479,5615.53,96932.04,97069.59,97087.38,970872.82,415.0,6973.815469879513,8242.07735660132,168.47,2910.73,2912.33,5742.610000000001,29126.18,415.0,230975.21467469883,283108.3289694384,5784.0,99849.555,99990.0,100000.0,999999.0,415,2,有效发票,399
E169,***建筑设计有限公司,6036.0,13595.87060636184,62492.9972729585,-54430.09,209.71,449.095,7534.4349999999995,979160.0,6036.0,734.8761646785865,2446.993481482874,-7075.91,15.5475,44.41,291.26,54283.76,6036.0,14330.746771040414,64362.76898794529,-61506.0,228.0,496.0,8100.0,1000000.0,6036,2,有效发票,5811,1490.0,81425.56871140997,32739.1336432231,-96415.09,91743.12,94339.62,96415.09,99999.06,1490.0,5123.781228187879,2498.785435267766,-8256.88,3962.035,5660.38,5943.4,14529.91,1490.0,86549.34993959735,34811.67315400132,-102200.0,100000.0,100000.0,100000.0,108000.0,1490,2,有效发票,1410
E170,***建筑劳务有限公司,1330.0,27955.086503759412,96859.79935715925,-74827.59,172.41,918.45,10116.355,1254700.85,1330.0,1685.619436090227,9997.540868193168,-11972.41,21.79,45.52,509.21000000000004,213299.15,1330.0,29640.70593984964,103405.89576592688,-86800.0,200.0,970.5,11500.0,1468000.0,1330,2,有效发票,1247,796.0,91287.59884422121,30281.051223753766,-99999.03,97087.38,99999.08,99999.09,99999.1,796.0,7774.8173241206005,3407.844149665427,-2999.97,6038.6025,8999.92,9999.91,10999.9,796.0,99062.41616834172,32290.773691968418,-102999.0,100000.0,108999.0,109999.0,110999.0,796,2,有效发票,786
E171,***质量检验测试站,1923.0,24191.184087363472,62038.449335608995,-700.0,309.605,2582.53,9708.74,759805.05,1923.0,830.3204316172669,2598.360091875962,-78.62,15.145,67.71,291.26,83578.56,1923.0,25021.504518980757,63256.58639767647,-700.0,330.0,2798.0,10000.0,843383.61,1923,2,有效发票,1823,7508.0,15316.184054342142,27540.95913860203,-94339.62,1603.77,4245.28,11226.42,99528.3,7508.0,918.9742900905594,1652.4566001005455,-5660.38,96.23,254.72,673.58,5971.7,7508.0,16235.158344432615,29193.415721783895,-100000.0,1700.0,4500.0,11900.0,105500.0,7508,2,有效发票,7013
E172,***物流有限公司,471.0,88522.75481953286,93076.05934305965,-9433.96,27850.195,86062.39,98411.315,673018.94,471.0,11232.742696390671,13766.511108558843,-566.04,4119.415,8190.83,11983.564999999999,106316.39,471.0,99755.49751592353,106513.90031641099,-10000.0,31330.205,93808.0,108290.0,770793.82,471,2,有效发票,464,1273.0,62927.264603299576,33181.17996590695,0.0,32379.16,78883.64,90766.79,99924.32,1273.0,5781.743731343289,3037.5426999998863,0.0,3096.33,6322.2,8256.88,10991.68,1273.0,68709.00833464248,36053.85396846986,0.0,35869.3,86490.0,99244.75,110916.0,1273,2,有效发票,1171
E173,***贸易有限责任公司,1350.0,80968.65003703692,131146.37087078727,-39232.76,398.06,29383.565,99294.8675,1344494.28,1350.0,12678.433,20750.199366706845,-6277.24,38.095,4395.68,16514.0825,228564.03,1350.0,93647.08303703695,151753.45257754484,-45510.0,411.5,33772.875,115950.0,1573058.31,1350,2,有效发票,1314,2501.0,45443.48774490229,36359.180387984576,-96444.44,12874.47,36503.4,85308.3,99999.15,2501.0,7188.719804078375,5770.075506885638,-16395.56,2060.38,5794.6,12936.73,16999.86,2501.0,52632.20754898052,42068.312426420714,-112840.0,14937.3,42331.06,98936.6,116999.0,2501,2,有效发票,2370
E174,***工程技术有限公司,2399.0,34140.19160066693,58913.55592999748,-513189.74,344.83,3565.52,72879.605,685882.93,2399.0,4949.671821592333,8402.159513046969,-87242.26,28.105,345.13,10370.035,109741.27,2399.0,39089.86342225922,66688.85885176294,-600432.0,386.5,4050.0,84540.34,795624.2,2399,2,有效发票,2319,1249.0,79088.49373899131,30172.014015870387,-98112.25,68968.14,95320.0,99310.34,99999.52,1249.0,12191.741313050457,5014.737659394159,-15697.97,10050.27,12997.24,15999.79,16999.3,1249.0,91280.23505204161,34951.935594908864,-113810.22,79175.0,109451.3,115000.0,116995.2,1249,3,有效发票,1148
E175,***食品集团有限公司,4092.0,21175.78000977509,39381.629035670034,-94339.62,182.52,368.225,15872.1975,388349.51,4092.0,2897.552913000968,5701.193436972355,-14482.76,18.98,41.38,1233.2475,55365.52,4092.0,24073.332922776106,44803.39477972496,-105000.0,200.0,405.0,18354.13,401400.0,4092,2,有效发票,3930,4085.0,19627.54766217865,28870.785557222312,-94564.1,1914.53,5615.39,23801.75,99970.79,4085.0,2961.2134736842036,4376.615437140145,-16075.9,292.78,862.64,3720.82,16968.98,4085.0,22588.76113586294,33209.17700223231,-110640.0,2200.0,6500.0,27500.0,116786.4,4085,2,有效发票,3771
E176,***科技有限公司,3229.0,1376.4602322700666,7539.527307969969,-18754.79,150.94,244.25,509.73,313046.55,3229.0,158.25873335398066,1188.8511430122226,-1586.68,5.42,18.29,41.38,50087.45,3229.0,1534.718965624034,8706.552256946523,-19880.07,158.0,265.09,547.0,363134.0,3229,2,有效发票,3163,2167.0,43807.534822334936,37829.546345049974,-99173.98,8133.105,37931.03,82564.1,99999.99,2167.0,6729.089469312411,5857.251579200435,-15692.31,1274.025,5660.68,12331.03,16978.2,2167.0,50536.62429164744,43611.43890075123,-112066.6,9450.0,43700.0,95284.0,116850.0,2167,2,有效发票,1935
E177,***电力工程有限公司,3152.0,23281.32685596434,91682.00392282201,-952380.95,258.62,566.04,9708.74,1927116.5,3152.0,2802.046478426368,10163.890997954657,-54897.07,13.705,42.394999999999996,293.695,160456.04,3152.0,26083.373334390868,100302.05739577227,-1000000.0,297.0,592.0,10000.0,1984930.0,3152,2,有效发票,3061,970.0,120646.72301031147,164380.21915666395,-97087.38,90909.09,91743.12,97087.38,970873.79,970.0,9195.42913402071,11328.910786449907,-15111.11,7312.655,9090.91,9090.91,99099.1,970.0,129842.15214432988,173173.50651909618,-104000.0,100000.0,100000.0,100000.0,1000000.0,970,2,有效发票,835
E178,***贸易有限公司,340.0,241909.74602941165,376765.5170771309,-28831.27,59968.302500000005,98803.42,285638.5875,3369832.43,340.0,35515.22761764702,52697.041820852595,-3748.07,7528.87,15976.55,43146.2575,438078.22,340.0,277424.9736470588,429035.97464563226,-32579.34,69792.1125,115300.0,326004.39999999997,3807910.65,340,2,有效发票,333,1116.0,76526.19568996436,35182.658908657184,-99999.15,56636.8975,97692.305,99996.46,99999.15,1116.0,11474.954847670371,5395.824346431354,-16999.85,8919.1525,12999.42,15932.41,16999.87,1116.0,88001.15053763433,40398.26603310343,-116999.0,65270.5,112525.0,113299.0,116999.0,1116,2,有效发票,1019
E179,***园林有限公司,2125.0,20199.99666352934,57139.677883845805,-97087.38,172.41,491.45,9708.74,1223335.92,2125.0,737.1768094117687,2469.331666607913,-8776.55,13.69,40.68,291.26,41213.79,2125.0,20937.173472941184,58675.144997604366,-100000.0,200.0,531.0,10000.0,1260036.0,2125,2,有效发票,2000,805.0,81854.05927950247,36341.59892836908,-97087.38,90090.09,91743.12,97087.38,99999.0,805.0,6500.732484472023,3795.4497381259075,-10387.12,2912.62,8256.88,9909.91,14529.91,805.0,88354.79176397494,38948.748288093186,-100000.0,100000.0,100000.0,100000.0,109990.0,805,3,有效发票,718
E180,***电气有限公司,3674.0,17396.97879967345,101967.4248381228,-53608.49,167.97,373.305,2641.3900000000003,998460.17,3674.0,2410.4157403375016,15671.97087939147,-7645.51,8.6725,29.06,137.4,168730.81,3674.0,19807.394540010868,117539.4019883721,-56825.0,183.0,406.0,2800.0,1161265.0,3674,2,有效发票,3545,2110.0,36924.073606635015,36475.06685631242,-94358.97,4820.36,19715.93,77151.72,99893.81,2110.0,5677.727379146915,5629.051941017396,-16041.03,743.0675,3081.7650000000003,11231.62,16956.99,2110.0,42601.80098578199,42044.57089432184,-110400.0,5600.0,23000.0,89240.0,116704.0,2110,2,有效发票,2023
E181,***食品有限公司,3048.0,29330.315416666668,42233.35823725216,-93317.7,194.5525,4744.855,55368.705,465811.97,3048.0,3843.6172506561797,5922.137822868461,-12131.3,27.59,374.80499999999995,6542.389999999999,79188.03,3048.0,33173.93237204721,47885.81525039287,-105449.0,219.75,5158.0,62781.75,545000.0,3048,2,有效发票,2974,1571.0,51713.08485041374,38880.0274436572,-30716.78,8126.700000000001,54595.64,93250.5,99955.0,1571.0,7181.78863781031,6203.2948616465,-4914.69,624.2750000000001,6069.63,12910.66,16992.35,1571.0,58894.87348822403,44855.960043870014,-35631.47,8591.585,61229.76,106637.15,116947.35,1571,2,有效发票,1475
E182,***新材料科技有限公司,998.0,75035.48256513015,182266.82534643105,10.38,361.5175,5370.88,81967.79,993955.05,998.0,11511.75750500998,29077.492912533435,0.0,33.3725,290.475,11988.4025,163548.72,998.0,86547.2400701403,211222.097551353,11.0,400.0,5799.5,93995.5,1152987.85,998,2,有效发票,972,1078.0,74001.62888682747,22707.826364339122,269.03,60138.487499999996,80744.36,91706.80249999999,99972.31,1078.0,11595.730445269026,3765.66383266531,34.97,9394.42,12004.14,14689.150000000001,16995.29,1078.0,85597.35933209641,26308.110669187157,304.0,69231.6725,93012.69,106119.3875,116967.6,1078,2,有效发票,1049
E183,***建设工程有限公司,1461.0,18639.69959616695,56627.71686121183,-597087.38,252.21,566.04,9908.26,970873.79,1461.0,1164.446043805614,3597.795072472729,-17912.62,16.58,43.95,807.39,72649.57,1461.0,19804.14563997262,59307.04145954937,-615000.0,270.0,600.0,10800.0,1000000.0,1461,2,有效发票,1408,1028.0,68202.39560311251,36008.51825169124,-91743.12,34625.2325,90909.09,91743.12,97087.38,1028.0,4791.1482003890915,3697.7821301019167,-8256.88,1158.3249999999998,2912.62,8256.88,9909.91,1028.0,72993.543803502,38841.21650886442,-100000.0,36424.8525,100000.0,100000.0,100000.0,1028,2,有效发票,927
E184,***建筑装饰工程有限公司,2024.0,19832.88105237156,65704.80602911516,-412240.19,204.8175,695.2850000000001,9701.2125,998571.43,2024.0,1879.0117094861587,4802.056648894375,-12367.21,23.01,49.47,959.4075,111356.83,2024.0,21711.89276185771,68267.53875313535,-424607.4,224.5,737.0,10000.0,1000000.0,2024,2,有效发票,1967,657.0,82577.92538812777,35216.78695088505,-90909.09,90090.09,90909.09,97087.38,99999.86,657.0,6896.320334855408,4767.282581988249,-9090.91,2912.62,8256.88,9090.91,15999.98,657.0,89474.24572298324,38550.53920214897,-100000.0,100000.0,100000.0,100000.0,115999.84,657,2,有效发票,639
E185,***生态魔芋有限公司,68.0,10446.25573529412,47470.885167087305,-228203.85,170.94,314.58000000000004,7435.844999999999,228203.85,68.0,1236.1580882352941,3191.3836908095127,-6846.15,14.344999999999999,29.06,897.35,14036.7,68.0,11682.413823529412,50077.70181222945,-235050.0,200.0,347.5,8402.5075,235050.0,68,2,有效发票,67,5479.0,18072.45033400259,25212.502658345347,-84090.91,9600.0,9800.0,9990.0,99909.09,5479.0,953.3618141996621,2871.952135251988,-8409.09,0.0,0.0,0.0,13103.45,5479.0,19025.81214820223,28062.909704606245,-92500.0,9600.0,9800.0,9990.0,110000.0,5479,2,有效发票,5442
E186,***建筑劳务有限公司,989.0,3389.462184024269,14252.392862152443,-41322.59,256.64,405.3,1502.91,307758.62,989.0,227.44828109201225,1714.0656236354632,-1239.69,11.71,39.12,79.25,49241.38,989.0,3616.9104651162793,15776.120159643839,-42562.28,275.0,452.0,1564.0,357000.0,989,2,有效发票,941,1098.0,77779.20984517297,36288.2566105455,9708.74,97087.38,97087.38,97087.38,99999.99,1098.0,2282.102176684931,1185.8111582940378,9.52,2912.62,2912.62,2912.62,3000.0,1098.0,80061.31202185791,37472.81331570529,10000.0,100000.0,100000.0,100000.0,102999.99,1098,2,有效发票,1073
E187,个体经营E187 ,3880.0,20274.3299536081,51888.34400526265,-76952.6,226.21,943.4,9724.14,999285.71,3880.0,1463.785688144318,3641.574833703296,-12312.4,14.8875,63.905,1013.59,72494.75,3880.0,21738.11564175258,53749.67912081938,-89265.0,250.0,1000.0,11231.25,1000000.0,3880,2,有效发票,3694,176.0,452931.8792045454,361911.0303810994,-819150.94,96164.5925,393942.865,845735.25,999346.68,176.0,38094.77579545453,33801.63831987621,-49149.06,6649.3075,29243.53,61450.2325,109009.01,176.0,491026.655,392805.80456146854,-868300.0,100688.1225,425213.0,900000.0,1100000.0,176,2,作废发票,160
E188,***硬质合金有限公司,2561.0,32025.52200312369,71110.09216748441,-44721.41,681.55,6066.0,39292.04,936752.14,2561.0,4894.51917610308,11272.871105032415,-7155.44,51.04,582.52,5603.77,159247.86,2561.0,36920.04117922692,82296.9237743855,-51876.85,750.0,6800.0,44820.0,1096000.0,2561,2,有效发票,2484,2158.0,38856.08672845224,32721.30686522942,-97523.03,9337.6875,29865.864999999998,68383.7575,99846.0,2158.0,5296.570264133458,5145.1510669265745,-16578.89,882.6624999999999,3614.52,9490.96,16960.02,2158.0,44152.65699258568,37016.98350305804,-114101.92,10769.55,34241.71,78780.13,116724.95,2158,2,有效发票,2073
E189,***石油工程技术服务有限公司,3402.0,10210.742028218707,56075.66632502702,-2427.43,211.755,489.625,1746.9975,962546.65,3402.0,1157.361590241036,7362.882814949044,-315.57,11.62,36.2,150.755,163632.95,3402.0,11368.103618459725,63029.36340320455,-2743.0,228.0,518.0,1937.5949999999998,1126179.6,3402,2,有效发票,3337,641.0,81984.22117004642,30693.763211721554,-94339.62,85256.41,90909.09,94339.62,94339.62,641.0,6335.913369734755,3400.5804526681686,-5660.38,5400.0,5660.38,5660.38,14521.2,641.0,88320.13453978157,32673.76516974185,-100000.0,94193.42,99332.6,100000.0,100000.0,641,2,有效发票,606
E190,***劳务有限公司,128.0,12307.121562499993,45330.72347116732,-97087.38,273.5625,477.17999999999995,7037.59,429249.96,128.0,1223.5352343750003,3609.8433371112596,-2912.62,13.3725,38.45,291.26,14529.91,128.0,13530.656796874999,47958.151298209625,-100000.0,300.0,498.5,7388.105,442127.46,128,2,有效发票,122,401.0,346756.4872817969,404876.6792069441,-998428.57,97087.38,97087.38,755339.81,998428.57,401.0,9498.407431421441,15149.468892862602,-22043.64,2912.62,2912.62,9909.91,99099.1,401.0,356254.894713217,414050.0276600424,-1000000.0,100000.0,100000.0,778000.0,1000000.0,401,2,有效发票,344
E191,***商贸有限责任公司,1210.0,216585.97123966896,778825.6428917382,-14871.79,2451.8525,9611.65,97333.33,7579487.18,1210.0,35823.23814049602,132242.34774620214,-2528.21,137.7725,734.925,16346.15,1288512.82,1210.0,252409.209380165,911040.2012942396,-17400.0,2699.0,9900.0,113880.0,8868000.0,1210,2,有效发票,1177,2871.0,92903.18295715786,21429.25967427905,-1630.77,99056.6,99520.44,99743.03,99995.69,2871.0,15364.833991639956,3749.990173461619,-277.23,15906.98,16784.96,16930.98,16996.22,2871.0,108268.01694879832,25004.67091207041,-1908.0,115325.6,115995.0,116525.02,116974.0,2871,2,有效发票,2731
E192,***建设工程有限公司,111.0,174328.29981981992,245561.2137627067,-603448.28,84070.8,87333.89,292035.395,999285.71,111.0,15599.03531531531,23054.404279822425,-96551.72,678.575,13192.73,14855.17,97787.61,111.0,189927.33513513522,257997.1243296271,-700000.0,95000.0,100000.0,319025.0,1000000.0,111,2,有效发票,98,86.0,569560.2620930233,382277.2357163013,-909090.91,238492.63499999998,635206.855,917431.19,970873.79,86.0,36764.42872093025,35808.081552019445,-90909.09,11149.0525,27338.325,82568.81,90909.09,86.0,606324.6908139538,411403.90619225625,-1000000.0,249690.27000000002,678402.625,1000000.0,1000000.0,86,2,有效发票,68
E193,个体经营E193 ,1616.0,11291.837716584163,21585.608413036687,-72547.17,893.4425,3250.035,9360.68,99957.27,1616.0,1624.6442821782152,3268.6661922102944,-5572.95,56.04,364.41999999999996,1434.7575,16992.74,1616.0,12916.481998762385,24798.504493180317,-76900.0,968.25,3662.5,10675.5,116950.0,1616,2,有效发票,1539,32311.0,4061.4206072237,13472.267995956212,-72025.86,273.5,620.69,2029.06,897435.9,32311.0,646.4067642598526,2227.2777399096963,-11524.14,39.12,87.18,296.485,152564.1,32311.0,4707.827371483393,15693.408414859898,-83550.0,300.0,720.0,2332.0299999999997,1050000.0,32311,2,有效发票,30077
E194,***文化传播有限公司,4849.0,2388.2562239637186,11850.992821117643,-44843.24,131.07,224.14,375.22,99000.0,4849.0,226.51111569395832,1333.957040529765,-4932.76,4.51,13.43,37.51,15337.78,4849.0,2614.767339657666,13043.260969932742,-49776.0,138.0,240.0,410.0,109986.0,4849,2,有效发票,4757,11741.0,8221.424188740308,18318.495257979295,-90000.0,456.0,1800.0,7784.0,99999.0,11741.0,5.957610084319905,211.03378182799767,0.0,0.0,0.0,0.0,8181.82,11741.0,8227.381798824628,18340.51706575835,-90000.0,456.0,1800.0,7784.0,99999.0,11741,2,有效发票,11053
E195,***医药有限公司,2336.0,34071.624880137024,95740.97708447906,-72705.13,285.845,1255.845,22051.28,989723.02,2336.0,5143.357970890407,15417.500071310817,-12359.87,18.4025,61.77,2861.925,168252.88,2336.0,39214.98285102736,110968.90220717936,-85065.0,310.0,1342.0,25800.0,1157975.9,2336,2,有效发票,2267,4857.0,23674.73479102331,29026.31413662535,-51982.76,3282.05,8391.45,41025.64,99623.93,4857.0,3767.83707020794,4616.030789614124,-8317.24,483.19,1365.81,6578.23,16936.07,4857.0,27442.57186123123,33605.47161701347,-60300.0,3840.0,9630.0,48000.0,116560.0,4857,2,有效发票,4626
E196,***地质制图印刷厂,1386.0,31104.344538239533,37124.64174480293,-11013.69,3310.38,9914.53,63079.4825,99999.15,1386.0,4794.704689754689,5918.363827926267,-1321.71,348.28499999999997,1572.4850000000001,9703.9625,16999.85,1386.0,35899.04922799419,42991.75627413645,-12335.4,3820.0,11557.7,72893.12,116999.0,1386,2,有效发票,1336,2962.0,26835.40226873734,30513.204673573422,-93747.42,5213.672500000001,14436.645,42453.542499999996,99997.93,2962.0,4000.536677920312,4540.709476638606,-15937.05,789.3475,2231.0,6372.42,16945.75,2962.0,30835.938946657654,34945.17007547923,-109684.47,6000.0,16681.0,48755.850000000006,116626.62,2962,2,有效发票,2755
E197,***医疗设备有限公司,6509.0,16242.85632969727,67334.4745194641,-1600.0,172.41,398.23,2944.34,1513274.33,6509.0,2368.273991396491,10240.285223879851,-160.0,6.93,29.06,311.65,196725.67,6509.0,18611.13032109378,77492.77651818901,-1760.0,195.5,439.0,3336.0,1710000.0,6509,2,有效发票,6349,4319.0,44756.28000463186,39242.48533280493,-99655.17,6720.48,38053.09,85668.1,99999.14,4319.0,6721.904565871795,5911.673235388129,-15944.83,1034.48,5742.35,12917.04,16810.23,4319.0,51478.184570502504,45068.26958428292,-115600.0,7664.0,44020.6,100000.0,115999.0,4319,2,有效发票,4050
E198,***商贸有限公司,1147.0,52352.57191804704,72795.92207498853,6.67,386.14,27610.62,97831.86,782608.68,1147.0,7644.822519616347,11346.759772631913,0.0,29.1,3623.91,12989.29,133043.48,1147.0,59997.3944376635,84020.80406820065,7.0,432.5,31200.0,111370.0,915652.16,1147,2,有效发票,1109,809.0,79938.67126081572,50963.98152959947,-99776.99,94199.12,99145.3,99603.45,99998.23,809.0,11846.350568603151,7512.989775538978,-15913.79,12864.82,12986.19,15931.03,16985.47,809.0,91785.02182941903,58310.35831489505,-115375.0,106790.0,112800.0,115375.0,116900.0,809,2,有效发票,728
E199,***建筑劳务有限公司,48.0,4075.466458333333,10622.526108378603,14.56,218.20749999999998,522.815,1188.565,47169.81,48.0,243.67604166666663,642.0536764388778,0.44,10.795,18.29,101.565,2830.19,48.0,4319.142500000001,11260.553524917408,15.0,224.75,538.5,1315.5,50000.0,48,2,有效发票,47,820.0,74073.46050000071,60576.73796756234,-97087.38,90909.09,97087.38,97087.38,99029.13,820.0,3211.6708536585984,3102.8294393628885,-2912.62,2912.62,2912.62,2912.62,9272.73,820.0,77285.13135365854,62711.25286747671,-100000.0,100000.0,100000.0,100000.0,102000.0,820,2,有效发票,808
E200,个体经营E200 ,1238.0,39790.24399030695,63461.535949548044,-12284.48,264.15,9708.74,85766.78,990046.75,1238.0,6023.612924071088,10419.13078467543,-1965.52,34.5725,1481.76,12214.135,168307.92,1238.0,45813.856914377975,73836.352055505,-14250.0,300.0,10940.0,98374.0,1158354.67,1238,2,有效发票,1201,613.0,84077.87644371916,30475.591725571252,-97522.12,85470.09,95811.97,97522.12,99655.17,613.0,12874.499494290365,4625.108881271086,-12677.88,12516.81,14529.91,15624.83,16500.17,613.0,96952.37593800978,34916.5862869163,-110200.0,100000.0,109200.0,112000.0,115600.0,613,2,有效发票,564
E201,***物流有限责任公司,480.0,85510.77831250012,177968.00342581188,-16207.08,810.3425,3774.63,93950.69,996330.28,480.0,10047.983916666677,20432.7819461615,-972.42,49.4975,381.71,12989.67,137311.18,480.0,95558.76222916666,197649.91695218475,-17179.5,858.0,4280.0,102440.1875,1086000.0,480,2,有效发票,463,1207.0,45415.89565865783,37489.04049489831,-94619.39,9471.855,36149.54,89954.13,99981.65,1207.0,4343.3149627174835,3561.833118765319,-8515.74,912.9449999999999,3398.27,8256.88,10900.9,1207.0,49759.21062137531,41026.73870442025,-103135.13,10415.0,39566.0,98075.58,110000.0,1207,2,有效发票,1084
E202,个体经营E202 ,404.0,29363.657178217825,48789.92654458769,-76324.79,424.72,9285.395,48543.69,533980.58,404.0,2929.0527970297067,4758.198520036941,-12975.21,41.1875,1017.38,2912.62,16998.33,404.0,32292.70997524753,52223.58926844417,-89300.0,455.875,9998.605,50000.0,550000.0,404,2,有效发票,364,1106.0,90587.03724231586,12086.220330906324,1306.8,90090.09,90909.09,97087.38,99857.14,1106.0,6876.997839059759,3348.598559620992,39.2,2912.62,9090.91,9909.91,9909.91,1106.0,97464.03508137433,12731.274715790147,1346.0,100000.0,100000.0,100000.0,100000.0,1106,2,有效发票,1096
E203,***建设工程有限公司,1207.0,22478.931425020728,56921.48630969506,-97087.38,240.78,528.16,7551.6,572413.79,1207.0,1625.505592377801,5236.344705482925,-2912.62,8.65,24.4,602.565,91586.21,1207.0,24104.437017398515,61420.362789776926,-100000.0,252.0,549.0,8082.0,664000.0,1207,2,有效发票,1142,637.0,77129.44254317075,31426.48620472755,-6936.94,79885.71,90909.09,91743.12,99959.22,637.0,6672.810816326523,3979.9730611775485,-763.06,2158.53,8256.88,9090.91,10976.22,637.0,83802.25335949766,34336.572004675574,-7700.0,85000.0,100000.0,100000.0,110760.0,637,2,有效发票,578
E204,***科技发展有限公司,5217.0,12399.191061912881,38583.589908475005,-94709.4,176.99,430.1,5514.56,837606.84,5217.0,1787.0134483419354,6029.2042930024545,-16100.6,11.57,36.73,409.08,142393.16,5217.0,14186.20451025492,44399.434393424366,-110810.0,200.0,473.0,6000.0,980000.0,5217,2,有效发票,5029,1680.0,67706.72382142897,36620.17158186233,-91538.46,42771.024999999994,85470.09,94934.83,99999.12,1680.0,8641.269880952408,5961.127077138351,-15561.54,3447.7475000000004,8896.55,14384.62,16980.24,1680.0,76347.99370238099,41334.49044108983,-107100.0,48282.0,97500.0,107095.89749999999,116864.0,1680,3,有效发票,1339
E205,个体经营E205 ,151.0,188073.00622516553,245414.62741805147,-888070.79,76548.67,91858.41,200785.4,990125.01,151.0,28001.11629139072,36679.69216947431,-115449.21,9951.33,13149.57,28456.195,158419.99,151.0,216074.1225165563,281793.4165527735,-1003520.0,86500.0,103800.0,229700.0,1148545.0,151,2,有效发票,137,1008.0,76695.02133928564,25386.201016594743,-97790.6,74944.69,84934.76999999999,92307.69,99957.26,1008.0,12156.947609126986,4277.212312103021,-16624.4,10829.404999999999,13103.45,15061.035,16992.74,1008.0,88851.9689484127,29500.182321930628,-114415.0,86000.0,98309.5,106800.0,116950.0,1008,2,有效发票,967
